cell_idx,source_filename,source_path,category,group,face_luminance
0,CFD-WM-209-038-N.jpg,data/matrix/categories/M_W/CFD-WM-209-038-N.jpg,M_W,white,208.71364604581507
1,CFD-BM-229-209-N.jpg,data/matrix/categories/M_B/CFD-BM-229-209-N.jpg,M_B,black,198.8537488544324
2,CFD-BM-245-164-N.jpg,data/matrix/categories/M_B/CFD-BM-245-164-N.jpg,M_B,black,200.452289867419
3,CFD-BM-036-003-N.jpg,data/matrix/categories/M_B/CFD-BM-036-003-N.jpg,M_B,black,206.04955048856908
4,CFD-BM-009-002-N.jpg,data/matrix/categories/M_B/CFD-BM-009-002-N.jpg,M_B,black,207.0604949283032
5,CFD-WM-234-118-N.jpg,data/matrix/categories/M_W/CFD-WM-234-118-N.jpg,M_W,white,215.96619564770057
6,CFD-BM-252-161-N.jpg,data/matrix/categories/M_B/CFD-BM-252-161-N.jpg,M_B,black,216.27812512789393
7,CFD-WM-237-052-N.jpg,data/matrix/categories/M_W/CFD-WM-237-052-N.jpg,M_W,white,203.16257785024837
8,CFD-WM-038-003-N.jpg,data/matrix/categories/M_W/CFD-WM-038-003-N.jpg,M_W,white,201.1696091509177
9,CFD-BM-251-013-N.jpg,data/matrix/categories/M_B/CFD-BM-251-013-N.jpg,M_B,black,206.55323170664323
10,CFD-BM-226-276-N.jpg,data/matrix/categories/M_B/CFD-BM-226-276-N.jpg,M_B,black,208.14809009853312
11,CFD-WM-204-031-N.jpg,data/matrix/categories/M_W/CFD-WM-204-031-N.jpg,M_W,white,212.0270175888684
12,CFD-WM-229-129-N.jpg,data/matrix/categories/M_W/CFD-WM-229-129-N.jpg,M_W,white,211.8834048257213
13,CFD-WM-020-001-N.jpg,data/matrix/categories/M_W/CFD-WM-020-001-N.jpg,M_W,white,217.3670407455287
14,CFD-WM-235-147-N.jpg,data/matrix/categories/M_W/CFD-WM-235-147-N.jpg,M_W,white,214.94001319879624
15,CFD-BM-207-024-N.jpg,data/matrix/categories/M_B/CFD-BM-207-024-N.jpg,M_B,black,195.12992131665487
16,CFD-BM-015-015-N.jpg,data/matrix/categories/M_B/CFD-BM-015-015-N.jpg,M_B,black,205.63113681339775
17,CFD-WM-040-022-N.jpg,data/matrix/categories/M_W/CFD-WM-040-022-N.jpg,M_W,white,213.54049020432544
18,CFD-WM-239-128-N.jpg,data/matrix/categories/M_W/CFD-WM-239-128-N.jpg,M_W,white,211.96129284041695
19,CFD-BM-227-191-N.jpg,data/matrix/categories/M_B/CFD-BM-227-191-N.jpg,M_B,black,205.213373538151
20,CFD-WM-203-023-N.jpg,data/matrix/categories/M_W/CFD-WM-203-023-N.jpg,M_W,white,206.77276690057522
21,CFD-WM-214-026-N.jpg,data/matrix/categories/M_W/CFD-WM-214-026-N.jpg,M_W,white,214.7929450327618
22,CFD-BM-003-003-N.jpg,data/matrix/categories/M_B/CFD-BM-003-003-N.jpg,M_B,black,204.59833433925758
23,CFD-BM-241-235-N.jpg,data/matrix/categories/M_B/CFD-BM-241-235-N.jpg,M_B,black,208.20189142210424
24,CFD-BM-210-148-N.jpg,data/matrix/categories/M_B/CFD-BM-210-148-N.jpg,M_B,black,198.4156565898001
25,CFD-BM-242-233-N.jpg,data/matrix/categories/M_B/CFD-BM-242-233-N.jpg,M_B,black,204.5086980171916
26,CFD-WM-200-034-N.jpg,data/matrix/categories/M_W/CFD-WM-200-034-N.jpg,M_W,white,217.0856166718904
27,CFD-BM-033-003-N.jpg,data/matrix/categories/M_B/CFD-BM-033-003-N.jpg,M_B,black,207.8104240152882
28,CFD-BM-214-075-N.jpg,data/matrix/categories/M_B/CFD-BM-214-075-N.jpg,M_B,black,206.55961048106218
29,CFD-BM-240-207-N.jpg,data/matrix/categories/M_B/CFD-BM-240-207-N.jpg,M_B,black,212.76603680082272
30,CFD-WM-232-070-N.jpg,data/matrix/categories/M_W/CFD-WM-232-070-N.jpg,M_W,white,217.3629816833032
31,CFD-BM-237-188-N.jpg,data/matrix/categories/M_B/CFD-BM-237-188-N.jpg,M_B,black,198.5271076469137
32,CFD-WM-212-097-N.jpg,data/matrix/categories/M_W/CFD-WM-212-097-N.jpg,M_W,white,208.44676033225747
33,CFD-BM-001-014-N.jpg,data/matrix/categories/M_B/CFD-BM-001-014-N.jpg,M_B,black,208.17389567046902
34,CFD-BM-233-285-N.jpg,data/matrix/categories/M_B/CFD-BM-233-285-N.jpg,M_B,black,210.39367232099139
35,CFD-BM-246-192-N.jpg,data/matrix/categories/M_B/CFD-BM-246-192-N.jpg,M_B,black,212.3590614150451
36,CFD-BM-019-002-N.jpg,data/matrix/categories/M_B/CFD-BM-019-002-N.jpg,M_B,black,211.41468387098004
37,CFD-BM-216-088-N.jpg,data/matrix/categories/M_B/CFD-BM-216-088-N.jpg,M_B,black,191.04049603695537
