face_id,triangle_index,reason,original_face_weight
BM-216,129,step09_unstable,0.036546829411165466
BM-216,519,step09_unstable,0.036546829411165466
BM-227,178,step09_unstable,0.05803043818708371
BM-227,708,step09_unstable,0.05803043818708371
BM-227,710,step09_unstable,0.05803043818708371
