face_id,gender_self,ethnicity_self,age_self,asian_prob,chinese_asian_prob,japanese_asian_prob,indian_asian_prob,other_asian_prob,middle_eastern_prob,black_prob,latino_prob,multi_prob,other_prob,white_prob,ethnicity_perceived,ethnicity_perceived_probability,ethnicity_perceived_available,face_id_normalised,image_filename,image_stem,image_path,image_model_id,image_exists,selected_for_study
WM-214,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-214,CFD-WM-214-026-N.jpg,CFD-WM-214-026-N,data/raw/cfd/images/CFD-WM-214-026-N.jpg,WM-214,True,True
WM-215,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-215,CFD-WM-215-041-N.jpg,CFD-WM-215-041-N,data/raw/cfd/images/CFD-WM-215-041-N.jpg,WM-215,True,True
WM-216,M,W,,0.038461538,,,,,,0.0,0.0,0.0,0.0,0.961538462,White,0.961538462,True,wm-216,CFD-WM-216-061-N.jpg,CFD-WM-216-061-N,data/raw/cfd/images/CFD-WM-216-061-N.jpg,WM-216,True,True
WM-219,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-219,CFD-WM-219-008-N.jpg,CFD-WM-219-008-N,data/raw/cfd/images/CFD-WM-219-008-N.jpg,WM-219,True,True
WM-220,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-220,CFD-WM-220-068-N.jpg,CFD-WM-220-068-N,data/raw/cfd/images/CFD-WM-220-068-N.jpg,WM-220,True,True
WM-221,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-221,CFD-WM-221-091-N.jpg,CFD-WM-221-091-N,data/raw/cfd/images/CFD-WM-221-091-N.jpg,WM-221,True,True
WM-222,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-222,CFD-WM-222-057-N.jpg,CFD-WM-222-057-N,data/raw/cfd/images/CFD-WM-222-057-N.jpg,WM-222,True,True
WM-224,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-224,CFD-WM-224-197-N.jpg,CFD-WM-224-197-N,data/raw/cfd/images/CFD-WM-224-197-N.jpg,WM-224,True,True
WM-225,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-225,CFD-WM-225-127-N.jpg,CFD-WM-225-127-N,data/raw/cfd/images/CFD-WM-225-127-N.jpg,WM-225,True,True
WM-229,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-229,CFD-WM-229-129-N.jpg,CFD-WM-229-129-N,data/raw/cfd/images/CFD-WM-229-129-N.jpg,WM-229,True,True
WM-230,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-230,CFD-WM-230-131-N.jpg,CFD-WM-230-131-N,data/raw/cfd/images/CFD-WM-230-131-N.jpg,WM-230,True,True
WM-232,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-232,CFD-WM-232-070-N.jpg,CFD-WM-232-070-N,data/raw/cfd/images/CFD-WM-232-070-N.jpg,WM-232,True,True
WM-234,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-234,CFD-WM-234-118-N.jpg,CFD-WM-234-118-N,data/raw/cfd/images/CFD-WM-234-118-N.jpg,WM-234,True,True
WM-235,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-235,CFD-WM-235-147-N.jpg,CFD-WM-235-147-N,data/raw/cfd/images/CFD-WM-235-147-N.jpg,WM-235,True,True
WM-236,M,W,,0.0,,,,,,0.0,0.0,0.0,0.038461538,0.961538462,White,0.961538462,True,wm-236,CFD-WM-236-072-N.jpg,CFD-WM-236-072-N,data/raw/cfd/images/CFD-WM-236-072-N.jpg,WM-236,True,True
WM-237,M,W,,0.0,,,,,,0.0,0.034482759,0.0,0.0,0.965517241,White,0.965517241,True,wm-237,CFD-WM-237-052-N.jpg,CFD-WM-237-052-N,data/raw/cfd/images/CFD-WM-237-052-N.jpg,WM-237,True,True
WM-238,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-238,CFD-WM-238-020-N.jpg,CFD-WM-238-020-N,data/raw/cfd/images/CFD-WM-238-020-N.jpg,WM-238,True,True
WM-239,M,W,,0.0,,,,,,0.0,0.0,0.035714286,0.035714286,0.928571429,White,0.928571429,True,wm-239,CFD-WM-239-128-N.jpg,CFD-WM-239-128-N,data/raw/cfd/images/CFD-WM-239-128-N.jpg,WM-239,True,True
WM-240,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-240,CFD-WM-240-125-N.jpg,CFD-WM-240-125-N,data/raw/cfd/images/CFD-WM-240-125-N.jpg,WM-240,True,True
WM-241,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-241,CFD-WM-241-072-N.jpg,CFD-WM-241-072-N,data/raw/cfd/images/CFD-WM-241-072-N.jpg,WM-241,True,True
WM-244,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-244,CFD-WM-244-003-N.jpg,CFD-WM-244-003-N,data/raw/cfd/images/CFD-WM-244-003-N.jpg,WM-244,True,True
WM-245,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-245,CFD-WM-245-123-N.jpg,CFD-WM-245-123-N,data/raw/cfd/images/CFD-WM-245-123-N.jpg,WM-245,True,True
WM-247,M,W,,0.0,,,,,,0.0,0.0,0.0,0.038461538,0.961538462,White,0.961538462,True,wm-247,CFD-WM-247-084-N.jpg,CFD-WM-247-084-N,data/raw/cfd/images/CFD-WM-247-084-N.jpg,WM-247,True,True
WM-248,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-248,CFD-WM-248-036-N.jpg,CFD-WM-248-036-N,data/raw/cfd/images/CFD-WM-248-036-N.jpg,WM-248,True,True
WM-249,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-249,CFD-WM-249-239-N.jpg,CFD-WM-249-239-N,data/raw/cfd/images/CFD-WM-249-239-N.jpg,WM-249,True,True
WM-251,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-251,CFD-WM-251-002-N.jpg,CFD-WM-251-002-N,data/raw/cfd/images/CFD-WM-251-002-N.jpg,WM-251,True,True
WM-254,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-254,CFD-WM-254-152-N.jpg,CFD-WM-254-152-N,data/raw/cfd/images/CFD-WM-254-152-N.jpg,WM-254,True,True
WM-258,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True,wm-258,CFD-WM-258-125-N.jpg,CFD-WM-258-125-N,data/raw/cfd/images/CFD-WM-258-125-N.jpg,WM-258,True,True
