face_id,triangle_index,reason,original_face_weight
BM-216,129,step09_unstable,0.029734604473798363
BM-216,519,step09_unstable,0.029734604473798363
BM-227,178,step09_unstable,0.05576643690687781
BM-227,708,step09_unstable,0.05576643690687781
BM-227,710,step09_unstable,0.05576643690687781
